sample_id,smiles,split,n_heavy_atoms
zinc-2ddb1c2442ea0d8e,C=CCN1C(=O)C([O-])=C(C(=O)C2=CC=C(Br)C=C2)C1C1=CC=C(OC)C=C1,train,27
zinc-0daedfda0515a150,COC1=CC=C(F)C(NCC(=O)NC2CCC(C)CC2)=C1,train,21
zinc-8715676688d16ae1,COC(CNC(C)C1=CC=CC=N1)C1=CC=C(F)C=C1,train,20
zinc-f712859d8eaedc90,CC1=CC(C[NH+](C)CC2CC(Cl)C2)=C2C=CC=CC2=N1,train,20
zinc-c8aebfe6ba37ed62,CC1=NC=C(C(C)[NH2+]C2CCN(C(=O)OC(C)(C)C)CC2)S1,train,22
zinc-e14ecfac3bb6e5e3,CC(C)CC1=NC=C2CN(C(=O)C3=C(Cl)C=CS3)CC2=N1,train,21
zinc-a2613bc425d74843,CC(O)CCN(C)C(=O)NC1=CC=C(COC(C)(C)C)C=C1,train,22
zinc-9ed1e6206b5f6e92,CC1=C(C(=O)NC2CCN(CC(F)(F)F)C2)C=NN1C(C)C,train,22
zinc-5d3a020077841296,CCOC1=CC=C(Cl)C=C1C=NN1C(=O)C2C3C4=CC=CC=C4C(C4=CC=CC=C43)C2C1=O,train,33
zinc-21386a13a5217ca7,CC1=NN=C2C=CC(NC3=CC=C(CCS(C)(=O)=O)C=C3)=NN12,train,23
zinc-8b1fba180f83f84e,O=C(N1CCCC1)N1CCCC1C1CCCCC1O,train,19
zinc-f201626597edfa90,COC1=CC=CC2=C1OC(C(=O)N(CC1=CSC=C1)CC(F)(F)F)=C2,train,25
zinc-854de56254aa0929,NS(=O)(=O)CC1CCCN(C2=NN=NN2C2=CC=CC=C2)C1,train,22
zinc-86be3527f05c5153,CC(CC1=CC=CS1)C(=O)N(CC1CCCCO1)C(C)C,train,21
zinc-e8d6dc619006dca6,CC1=CC=C([N+](=O)[O-])C(N2CC(O)(C3CC3)C2)=C1,train,18
zinc-290fa99de64f371f,CSC(CO)C(C)NC1=CC=CC(F)=C1C(C)=O,train,18
zinc-24bb49db3c2fedd9,CN(C)C(=O)C1=CC=C(N(C)C)C(NC(=O)C2=CC=CC=C2)=C1,train,23
zinc-651fe04e0c4fd949,CC1=CC=CC(C)=C1[N+]1=C(C)CC(C=NN=C2NC3=CC=CC=C3S2)C1C,train,27
zinc-cc031049b6e24cf3,CC1=CC=C(C(C)(O)CNC(=O)NC(C)C[NH+]2CCCCC2)O1,train,23
zinc-5670c4ff5c51275a,CC(=O)NCC1=CC=C(C(=O)NCC2=CSC(C3=CC=CC=C3)=N2)C=C1,train,26
zinc-7e6dcd27929d2dba,CC(=O)CC1=NSC(NC(=O)C(C)(C)OC2=CC=C(Cl)C=C2)=N1,train,23
zinc-90083f139496901f,CCC(CC)CN(CC)C(=O)C1=CC=CN=C1N1CCCCC1,train,23
zinc-386847441225c9d4,CCS(=O)(=O)CCN(C)CC1=CNN=C1C,train,16
zinc-0bc28edd85d5f804,CN(C(=O)C[NH+]1CCNC(=O)CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,train,26
zinc-338272ab5bf5f55f,CC(CN1CCOCC1)[NH+](CC1=CC=CC=C1)CC1=CNC=C1,train,23
zinc-19162f9049ab70fb,COCC1CN(CC2=CN=C3C=NC=CN23)CCO1,train,19
zinc-1e80eb05bcaa6b47,NC(=O)C1=C(NC(=S)NC(=O)C=CC2=CC=C(Cl)C=C2)SC2=C1CCCC2,train,27
zinc-d83fdab046f33b28,CC(C)C(NC(=O)C1CCCO1)C(=O)[O-],train,15
zinc-8c8af0c9aa946d83,COC1=CC(C=C2CCC3=CC=CC=C3C2=O)=CC(Cl)=C1O,train,22
zinc-7fbcb4a9af290d7b,CC1=CC(C)=NN1C1=CC=C(NC(N)=O)C=N1,train,17
zinc-d97eba44a2ed8f08,O=C1C2=CC=CC=C2OC1C1=NC2=CC=CC=C2N=C1C1=CC=CC=C1,train,26
zinc-925427b2f99b84ee,CC1=CC(NC(=O)CSC2NC3=CC=CC=C3C(=O)N2CC2=CC=CO2)N=N1,train,28
zinc-369a1e59ce0378e0,CC(C)COC(=O)N1CCCC1C1CCCC1=O,train,18
zinc-24e49c139570bd35,CCCN(CC1=CC=CC=C1O)C(=O)NCCC1=NN=C2CCCN21,train,25
zinc-8ef072a593dc613b,CC1CCCC(NC(=O)C(=O)NC2=CC=C3N=C(C4CC4)OC3=C2)C1,train,25
zinc-ff5742d9c068f8d2,O=C1CC(C2=CC=CO2)CC2=C1C(C1=CC=C(Cl)C=C1Cl)N1N=CN=C1N2,train,27
zinc-75123fc1b4b365a0,COC1=CN=C(N2CCC(C(O)CC(C)C)CC2)N=C1,train,20
zinc-d18e7144774be0df,O=S(=O)(NCC(C1=CC=CC=C1)[NH+]1CCCC1)C1=CC=C(F)C=C1,train,24
zinc-6477aeaf65a2eefd,CCCS(=O)(=O)C1=NC(S(=O)(=O)C2=CC=C(C)C=C2)=C(N2CCC(C)CC2)S1,train,28
zinc-032a15049eaba13a,CC1=C(C(=O)OCC(=O)N(C)C2(C#N)CCCCC2)OC2=CC=C(Br)C=C21,train,27
zinc-f573e686110a5a7b,CC1CC([NH+]2CCN(C3=CC=C(C(F)(F)F)C=C3)CC2)CC(C)O1,train,24
zinc-199fdfd7dcfe07cf,COC1=CN(CC(=O)NC2=CC=C(C)C=C2)C(CSC2=NC=CC=N2)=CC1=O,train,28
zinc-10760439c933d913,CCN1C=NC(S(=O)(=O)N2CCN(CCCC[NH3+])CC2)=C1,train,21
zinc-356077cac096b117,CC1=CC(CC(C)[NH2+]C(C)C(C)C)=NN1,train,15
zinc-98bbf08d3ffca85c,CC1CN(CC2=CC=C(C(N)=O)C=C2[N+](=O)[O-])CC(C)S1,train,21
zinc-735e9b2988b78963,COC1=CC=C(C(=O)NC2=CC=CC=C2C(=O)NN=CC2=CC=CC=N2)C=C1OC,train,30
zinc-891dd885ab637fc3,CN(CC1=NC(C2=CC=CC=C2)=CS1)C1CCN(CC(F)(F)F)C1=O,train,25
zinc-281b7a9307a08b5b,C=CCNC(=O)C1=CN(C2CCCC2)C=C(C(=O)N2CCCC(C3=CC=CC=C3)C2)C1=O,train,32
zinc-d3051a1511439e8e,CC1=CC=CC(C2=NN(C3=CC=C(F)C=C3)C=C2C2NC(=O)C3COCCN32)=C1,train,29
zinc-54a2b6c8b52c22ec,COC1=CC(CNC2=CC=C(C(N)=O)C=C2)=CC=C1OC(F)F,train,23
zinc-41d4859ad8abb4ba,CCC1=CC=C(C[NH+]2CCC(C(=O)[O-])C2C)C=C1,train,18
zinc-526fe8fb32259068,CCOC1=CC=C(C(=O)N(C)C(C)CC)C=C1[N+](=O)[O-],train,20
zinc-6058947cf87e15a3,CCC(C)N1C(=O)C2=C(N=C1SC1CCCCNC1=O)SC1=C2CCCCC1,train,28
zinc-40443200ab9995cc,COC1(C)CC(NC(=O)NCC(C)(C)C2=CC=NC=C2)C1(C)C,train,23
zinc-d2dd32ced11e60e6,COC1=CC=C(C(=O)N2CCN(C(=O)C3CC3C3=CC=C4OCOC4=C3)CC2)C=C1OC,train,32
zinc-7008621b5c9e661d,CNC(=O)CC1=CC=C(NC(=O)NC(C)C2=NN=C3C=CC=CN32)C=C1,train,26
zinc-8389aa04b5778adc,CCCC1=CC(=O)OC2=CC(OS(=O)(=O)C3=CC=CN=C3)=CC=C12,train,24
zinc-3ecb8f42e2f069aa,O=C(NC1=CC=C(Cl)C=N1)C1=C(OC(F)F)C=CS1,train,19
zinc-aa7e4b0758544fbe,C[NH+]1CCCCC1C(=O)NC1=CC=C(C(=O)NC2CC2)C=C1,train,22
zinc-214c88b9d9689208,CC1=C(CN(C)C(C)CC2=CSC=C2)SC(N(C)C)=N1,train,20
zinc-50b36434da39f278,COC(=O)NC1=CC=CC(NC(=O)NNC2=CC=CC=C2F)=C1,train,23
zinc-4472a938aa9bff24,COC(=O)C1=CC=C(C(=O)NCC2(C3=CC=CC=C3OC)CCCC2)N=C1,train,27
zinc-b6ab42c56e9946fd,CCOCC1=CC=CC=C1NC(=O)C#CC1=CC=CC=C1,train,21
zinc-68b306a6f45ccdf3,O=C(NCC(=O)N1CCC2=CC=C(Cl)C=C2C1)C1CCCC1,train,22
zinc-6c1e16da50ec1367,CC1=CC=C(N(C(=O)C2=CC=CC(C)=C2)C2C=CS(=O)(=O)C2)C=C1,train,24
zinc-4282901b31235d74,CCOC1=CC=CC=C1OC1=CC=C(CNC(=O)N(C)C2CCC2)C=N1,train,26
zinc-d60d4e7ef4608463,CC1=CC=C(C2=NNC(C(=O)N3CCC(NS(=O)(=O)C4=CC=CS4)CC3)=C2)C=C1,train,29
zinc-529ddee3d9aac1ed,CC1=CC=CC=C1C1C(C#N)=C(N)N2C3=CC=CC=C3NC2=C1C#N,train,25
zinc-e5d493af7d34a70c,CN(C)C(=O)C1=CC=CC(C(=O)NC2=CC=C(Cl)C=C2N2C=CC=C2)=C1,train,26
zinc-4b71e5435eac5c1b,N#CC1=CC=C(SCC(=O)OCC2CC=CCC2)C=C1,train,20
zinc-61274a0ee43734fa,COC1=CC=CC=C1C(CNC(=O)CC1=NNC(=O)C2=CC=CC=C21)[NH+]1CCCC1,train,30
zinc-47610f91ead35b22,COC1=CC=C(N2CC(C(=O)NCC3=NN(C4CCCC4)C(C4=CC=NC=C4)=C3)CC2=O)C=C1,train,34
zinc-c3f102addae39e1a,CC1(NC(=O)C2=CC=C([N+](=O)[O-])O2)CCS(=O)(=O)C1,train,19
zinc-91f38c8cd3690185,CS(=O)(=O)NCCCOC1=CC=C(C2=CC=CC=C2)C=C1,train,21
zinc-73bfe3e34c3fb853,CN(CC#CC1=CC=C(Cl)C=C1)C1CCCC1S(C)(=O)=O,train,21
zinc-0a70d15bc174a3f0,CCC1=NN=C(SCCOC2=CC=C(F)C=C2Cl)N1N,train,20
zinc-e2be62d9536e686a,CCC(C)N1C(=O)C(=CC2=CC=C(OCC3=CC=CC=C3)C=C2)SC1=S,train,26
zinc-f956d22ccfa64bbf,CC(NC(=O)NCCC1=NC=CS1)(C(=O)[O-])C(F)(F)F,train,20
zinc-0a92fc1c3068611f,C[NH+](C)CCN(CC1=CC=CC=N1)C(=O)NC1CC1C1=CC=CC(Cl)=C1,train,26
zinc-a3621144ee447b5b,COC1=CC=C2C(=O)C3=C(OC2=C1)C(=O)N(C1=NC=CS1)C3C1=CC=CC=C1F,train,29
zinc-753e1a28c7b5de55,O=C(NC1=NN=C(C2=CC=CC=C2)S1)N1CC2CC=CCC2C1,train,23
zinc-5806404ce6ebe833,C[NH+]1CCN(C2=CC(NC(=O)C3CCCN(C4=CC=C(C5=CC=CO5)N=N4)C3)=NC=N2)CC1,train,33
zinc-05e78550e56c1cca,O=C1CCC(C(=O)NC(CN2C=NC3=CC=CC=C32)C2=CC=C(F)C=C2)N1,train,27
zinc-0daee7c6516852b5,CCOC(=O)C1=C(C)N=C2SCC(CC(=O)NC3=CC=C(F)C=C3)=[N+]2C1C1=CC=CC=C1,train,32
zinc-25ff2fa258d6c7a8,CC(C)(C)C(NC(=O)CSCC(F)(F)F)C(N)=O,train,18
zinc-b0e753eaf26460ae,OCC1=CC=CC(OC2=NN3N=NN=C3C=C2)=C1,train,18
zinc-efb8a0bf76af4966,COC1=CC=C(NC(=O)C2=CC=C(C3=CC(N4CCOCC4)=NC=N3)C=C2)C(OC)=C1,train,31
zinc-cc7d93fe0ea41aa4,CN1C=CC(C(=O)NC2CCCN(CC3=CC=CC=C3)C2=O)=C1,train,23
zinc-4ba748716f621ea0,COC1=CC=CC=C1OC(=O)C1=C(O)C=C(F)C=C1F,train,20
zinc-36ddbb0536ccdfe0,CCC(C1=CC=CS1)N1C(=S)NC2=C1N(C)N=C2C,train,19
zinc-fcaa0748206797b7,CCC[NH2+]C1(CO)CCC(OCC2CCOCC2)C1,train,19
zinc-56ffd552d00633d8,NC1=C([N+](=O)[O-])C=NN1CC1=CC=C(C2CC2)C=C1,train,19
zinc-91da2baa3c8001b4,C1=CC=C2C(=C1)N=C(C1=CSC=C1)N=C2NCCN1CCOCC1,train,24
zinc-c51481e67c37e24a,O=C(NCC1=CC=NC=C1)C1=CC=C2C(=O)N(C3=CC=CC=C3C3=CC=CC=C3)C(=O)C2=C1,train,33
zinc-b403b1d24e8409b6,C[NH+]1CC(NC(=O)NC2CCCCC2)CC1C1=NC(CC2=CC=CC=C2)=NO1,train,28
zinc-4c651eb86457d35d,COC(=O)C1=CC=CC=C1NC(=O)N1CCC(N2CCN(CC3=CC=CC(F)=C3)C(=O)C2=O)CC1,train,35
zinc-bef035f8702a4424,C[NH+](C)C(C)(C)C#CC#CC1=CC=C(Cl)C=C1,train,17
zinc-4f79cdb5488cafac,COC1=CC=C(Br)C=C1CNCC(C1=CC=C(F)C=C1)N(C)C,train,23
zinc-d6e13b08a14dc468,O=C(CSCC1=CC=CC=C1)NCC1=NC(C2=CC=C(Cl)C=C2)=NO1,train,25
zinc-83b027691ca67c88,C[NH2+]C(CC1=CC=C(C)C(C)=C1)C1=NC=C(Cl)C=C1Cl,train,20
zinc-841bcfaccb17ef71,CCN1C2=CC=CC=C2N=C1C(C)NCC1(O)CCC2=CC=CC=C21,train,25
zinc-70214beb5694e270,CCC(COC)NC(=O)CC1CC2CCC(C1)[NH2+]2,train,18
zinc-41c6fb2d6e593ebc,CCC1CCCN(C(=O)NCC2=CC=C([N+](=O)[O-])C=C2)C1,train,21
zinc-8b0d86f0214cdd5c,CCC(C)NC(=O)C1=CC=CC(NCC(=O)NC2=CC=CC(Cl)=C2)=C1,train,25
zinc-31d3ed7df97f46b3,CC[NH2+]C1CCC(SCC(C)CO)C1,train,14
zinc-fd8f91111a52ac50,CCN(CC1CC[NH2+]CC1)C(=O)C1=CC=C(C)O1,train,18
zinc-65ac4579d220a376,COC1=CC=C(F)C(NC(=O)C(=O)NC(C2=CC=C(F)C=C2)C2CC2)=C1,train,26
zinc-a607ce42744b0ac7,O=C(NC1=CC=CC=C1N1CCCCCC1)C1=CC=C(Cl)C(S(=O)(=O)N2CCOCC2)=C1,train,32
zinc-41d7cfe98df91865,CC1=CC2=CC(C(=O)N(C)C(C)C3=NOC=C3)=CC=C2O1,train,21
zinc-affd93ef42921eec,O=C1CC(C2=NC(C3=CC=CC(Cl)=C3)=NO2)CN1C1=CC=C(F)C=C1,train,25
zinc-83af2d79b9de8c7b,CCC1=CC=C(OC(C)C(=O)C2=C([O-])N(CC3=CC=CN=C3)C(=O)C(C#N)=C2C)C=C1,train,31
zinc-88536737af39b115,C[NH2+]CC1CC(OC(=O)NC2=CC=C(Cl)C=C2)C1,train,18
zinc-6e7009e1d0e748bb,CC(C)C(C)CC(=O)N1CCC2=CC([N+](=O)[O-])=CC=C21,train,20
zinc-8b883e4a36f0049b,CC(OC(=O)C1=CNN=C1C1=CC=C(Cl)C=C1)C(=O)NC1CC1,train,23
zinc-c55074b18a4a2706,COC1=CC=C(C(O)CNC(=O)C(=O)NC2=CC=C3C=CN(C)C3=C2)C=C1,train,27
zinc-236d6f9e55d9ded8,COC1=CC=C(Cl)C(NC(=O)C2CC(O)=NC3=NN=CN32)=C1,train,22
zinc-fe42e5f21a15b88f,O=C(NC1CC1)C(SC1=CC=C(C(F)(F)F)C=N1)C1=CC=C(F)C=C1,train,25
zinc-90c6e6c4493480db,CCCNC1=NC(CCC)=CC(=O)N1,train,14
zinc-da1292549c025337,CC([NH2+]C1CCN(C2=CC=CC=C2OC(F)F)C1)C1=CC=C(F)C=N1,train,25
zinc-43ac5204045bc2ac,CC[NH2+]C1CCCCC(CC2=CC=C(O)C=C2)C1,train,18
zinc-90bdfce223b2f376,CCC1=NOC(CC)=C1CNC(=O)CC1CC2CCC1C2,train,21
zinc-c0151cb8e0a320c9,CC(C)CN1C(=O)C(=O)N(CCN2C(=O)C3=CC=CC=C3C2=O)C1=O,train,25
zinc-6ed9e339f9502be8,CC1=CC(Br)=CC=C1NC(=O)NC1CC(=O)N(C2=CC=CC(F)=C2)C1,train,25
zinc-30b7629f155d7d1c,COCCN1C(=O)NC(=N)C12CCC1=CC=C(OC)C=C12,train,21
zinc-ac9b55eb5e964362,COC1=CC=C(C(NC(=O)C2=CC3=C(F)C=CC=C3N2)C2CCOCC2)C=C1,train,28
zinc-f425165183baca3c,CC[NH+](CC)CC1CCN(CCC2=CC=CC=C2Cl)C1,train,20
zinc-b14b0790ca7692dd,CC1=CC=C(SC2=NN3C(=O)N(CC(=O)NC(C)C)N=C3C=C2)C=C1,train,25
zinc-0b7aa802144bf465,O=C(CSC1=NN=C(C2=CC=CN=C2)N1CC1=CC=CC=C1)N1CCOCC1,train,28
zinc-36ddb96a5e74cf40,O=C(NCCN1CCN(C2=NC=CC=N2)CC1)N1CCCC(CCO)C1,train,26
zinc-00062ed2874c8bac,CC1=NC(COC2=CC=C(C3NC(=O)C4=CC(Cl)=CC=C4N3)C=C2)=NO1,train,26
zinc-c42462cb1fea7fe9,CC1=CC=C(C(C)(O)C(C)C)C=C1F,train,14
zinc-b6eb7ffed45717c1,O=C(C[NH+]1CCN(C2=CC=CC=C2)CC1)NC1=CC(Cl)=CC=C1Cl,train,24
zinc-ce0cbdeb2d81b1db,O=C(CC1=CNC2=CC=C(Cl)C=C12)NCCCCN1C=NN=C1,train,23
zinc-38c81b02378f65ec,CN(C)C(=O)C1CCC(CNC2=CC=C(Cl)C=C2[N+](=O)[O-])O1,train,22
zinc-26fb33006bd52e7f,CC1=CN(C(C)C(C)NCC2=[NH+]C=CN2C)N=C1,train,18
zinc-60f2c8698f2d7daa,COC(=O)N1CCC([NH2+]C(C)C2=CC=C(OC)C=C2)C1,train,20
zinc-1714779ae518be1b,CC1=C(CC(=O)NC(CC2=CC=CC=C2)C2CC2)SC([S-])=N1,train,22
zinc-d5c4368a2b188932,CN(C)C(=O)C1=CC=C(F)C(NC(=O)C=C(C2CC2)C2CC2)=C1,train,23
zinc-c5be44a0ac94f62c,CC1=CC=CC2=C1NC=C2CCNC(=O)N(C)CC1=CC=CC=C1O,train,25
zinc-37aedd5b3b68df85,CC1(C[NH2+]C2CCCCC2C2=CC=CC=C2)COC1,train,19
zinc-71795f062df20d72,COC(=O)C1=CC=CC(S(=O)(=O)NC(CO)C(C)C)=C1,train,20
zinc-cf8967d2ae37c765,O=C(NC(C1=CC=C2CCCCC2=C1)C1=CC=CS1)C1=CC=C([O-])N=N1,train,26
zinc-e457bea50f0ea6dd,CC(=O)NC1=CC=C(Cl)C=C1C(O)C1=CC=CC=C1,train,19
zinc-946cb065a1125734,CC(C)NC(=O)C1=CC=C(Cl)C(NC(=O)C2=CC(C3=CC=CS3)=NC3=C2C=NN3C(C)C)=C1,train,33
zinc-ec867f297e7541b9,COC1CCCCC1NC(=O)NCC1=CC=CC(NC(C)C)=C1,train,23
zinc-d7e7598fc0b7cd62,CC1=CC=CC(OCC(=O)NCC2C[NH+]3CCN2CC3)=C1,train,21
zinc-95780b9a0171080e,CC1=CC=CC(NCC2CN3CCCC3CO2)=[NH+]1,train,18
zinc-12a7af6ce2828ac2,CC(=O)C(NC(=O)CSCC1=CC=CC=C1)C(C)C,train,19
zinc-e06301a46055d1c8,O=C(CCC1=CC=CC=C1)C1CCC[NH+](CC2=CC(C3=CC=CC=N3)=NO2)C1,train,28
zinc-ccbfcb879c3ceff9,CC1=CC=C(C(=O)NN=CC=CC2=CC=CO2)C=C1C,train,20
zinc-c9815619a0bdffbe,O=C(NC1=CC([N+](=O)[O-])=CC=C1O)C1=CC=CC=C1[N+](=O)[O-],train,22
zinc-9ab21c05b5464a42,CC1=CC(C)=CC(OC2=CC(C)=C(F)C=C2C(C)O)=C1,train,20
zinc-ae750540bf411829,N#CCN(CC(=O)NC1=CC=C(C#N)C(Cl)=C1)C1=CC=CC=C1,train,23
zinc-80d966dbae7e520a,CCN1N=C(C)C(Cl)=C1C[NH2+]CC1(C)COC1,train,17
zinc-61b226461f62fdcc,NC(=S)NC1C2CN3CC[NH+](C2)CC1(C1=CC=CC=C1)C3,train,21
zinc-a31449477ee5cd39,ClC1=CN=CC(OCC2CC[NH2+]CC2)=N1,train,15
zinc-c4ebfb98c3443cbc,CCCC(=O)NC1CCCN(C(=O)C2=CSC(C3=CC=C(Cl)C(Cl)=C3)=N2)C1,train,27
zinc-f34493b17e7f41cd,CC(NC1=CC=C(N2CCOC2=O)C=C1)C(=O)NC1=CC=CC(F)=C1,train,25
zinc-9c5a3d0912a25df8,CCOCC1CCC[NH+](C2CCN(C3=C(C#N)C=CS3)C2=O)C1,train,23
zinc-b5bd3cae2520f46e,CC(NC(=O)C1=CC=CC=C1NC1=CC=CC=C1)C1CCCO1,train,23
zinc-d8faaa20cd1c5bc0,O=C1CC(=O)NC2=CC(S(=O)(=O)NCC3=CC=C(F)C=C3)=CC=C2N1,train,25
zinc-b7425bf6160884b3,CCC(C)(NC(=O)CSC1=NN=NN1C)C1=NC=CS1,train,20
zinc-e9aceb3cfa990b29,COC(C)C1=CC=CC(NC(=O)N2CCCCC2C2=[NH+]C=CN2)=C1,train,24
zinc-cebee365af7f01bb,C1=CN=CC(CC2=NN=C3CCN(C4=NC=CC(C5CCCC5)=N4)CCN32)=C1,train,28
zinc-c5c70aafb0ee1cc6,COC1=CC=CC=C1NC(=O)CC[NH+](C)C1CCCN(C2=CC=CC=C2)C1,train,27
zinc-fe364edda4f1d277,CC1CN(S(=O)(=O)C2=CC=C(C(=O)NNC(=O)C3=CC=C(Br)C=C3)C=C2)CC(C)O1,train,30
zinc-b0dbf61df27e77d4,CC(OC1=CC=C(Cl)C=C1Cl)C1=NC2=CC=CC=C2N1,train,20
zinc-3dc7fdd5ca8827b7,CCOC1=CC=CC=C1[N-]S(=O)(=O)C1=C(C)SC(C2=CC=NO2)=C1,train,24
zinc-0361a770c3986c92,CSC1CCC(NC2=C(Br)C(=O)N(C)N=C2)C1,train,17
zinc-7965204fd1615254,COC1=CC=C(OCC2=CC=CC=N2)C(C[NH+]2CCC([NH+]3CCCC3)C2)=C1,train,27
zinc-b1ad6db1660142f7,CC1=C(C(=O)OCC(=O)NCC(F)(F)F)C(S(N)(=O)=O)=C(C)O1,train,23
zinc-cdcb77b38d54c8a1,CC1=NOC(Cl)=C1CCC(=O)NCC1=CSC(C2CC2)=N1,train,21
zinc-ea715d8e3423748d,CC1=NC(C=CC(=O)NC2=NC(C3=CC=CC=C3)=NS2)=CS1,train,22
zinc-278393ead8a3df5b,CC1CCCN(C2=NC(C(C)C)=C(C=O)S2)C1,train,17
zinc-973bd979d3216f54,CC1=CC(C(=O)N2CCCC(C)C2)=CC=C1NC(=O)C=CC1=CC=NC=C1,train,27
zinc-29f1baf811ff3d1e,CC1=CC(C[NH+]2CCN(CC3=CC=C(F)C=C3)C(CCO)C2)=CC(C)=C1O,train,27
zinc-6038a5d9aca4224a,CC(C)N1CCCC2(CCN(C(=O)C3=CN(C(C)(C)C)C=C3)C2)C1=O,train,25
zinc-f58e6e7eea87da41,CCCC1=NN(C2=CC=NC=N2)C(Cl)=C1[N+](=O)[O-],train,18
zinc-32fb878cec93986f,CC12C=CC(C)(O1)C1C(=O)N(C3=CC=CC([N+](=O)[O-])=C3)C(=O)C12,train,23
zinc-97ce2611ef4b2a8c,CC1=CC=C(C(C)C)C=C1OCC[NH+]1CC(C)OC(C)C1,train,21
zinc-890b288c940c4e94,COC1=CC=CC(NC2CC[NH+](CC(O)CN3CC(C)OC(C)C3)CC2)=C1,train,27
zinc-6d5226d6ef00ffba,COC1=CC=CC(C(=O)NC2=CN(C)C(=O)C(Br)=C2)=C1O,train,21
zinc-0d73d9f162672592,C=CCN(C(=O)C1CCCO1)C1=NC(C2=CC=C(S(C)(=O)=O)C=C2)=CS1,train,26
zinc-c936c604074c2ff1,C#CCOC1=CC=C(Cl)C=C1C=NNC(=O)C1=CC=CC=C1C,train,23
zinc-d0ea71a1f85c3c11,CC(C)C([NH2+]C1CCOCC1)C(=O)NC1CC2CCCC3=C2C1=CC=C3,train,26
zinc-0ac364f2af2acd91,O=C(NC1CCC2=CC(F)=CC=C21)C1=CN=C(C2CCCO2)S1,train,23
zinc-e2417fdc2ce23405,CC(C)CC1=NOC(C2CC=CCC2C(=O)[O-])=N1,train,18
zinc-de3c28b2d9d8689a,CC1=CC2=C(C=C1Br)N(C(=O)CC1=CC=CN=C1)CC(C)O2,train,22
zinc-f0bea4758906f117,CC[NH2+]CC(C)CC1=C(C)N(CC2=CC=CC=C2)N=C1C,train,21
zinc-66705253b7987540,CCC1=NN(C)C2=C1NC(=S)N2CC(C)[NH+]1CCCCC1,train,21
zinc-b340676a4d69478a,COC1=CC=C(C(O)CC2=NC=CS2)C=C1OC,train,18
zinc-eb11fc453cda917c,CC1=CC=C(CCCC(=O)N(C)C(C)CC2=CSC=C2)S1,train,21
zinc-44053fcb5ed3cd24,CC1=CC=C(C2C(C(=O)C3=C(C)N=C4C(C)=CC=CN43)=C([O-])C(=O)N2CCN2CCOCC2)C=C1,train,35
zinc-d6d1b2cedadd7ec4,CSC1=CC=C(S(=O)(=O)NC2=CC=CC(C)=C2)C=C1C(=O)N1CCCC1,train,26
zinc-9d2c9e33671a8836,CCC([NH3+])(CC)C(=O)NC1CCCC1C#N,train,16
zinc-9fe69e32f9690079,CC1=NC2=C(C(=O)N1N=CC1=CC=CC(I)=C1)C1=C(CCCC1)S2,train,24
zinc-29cb5f39c156fec6,CC1CN(C2=CC=C(C(=O)[O-])C=C2[N+](=O)[O-])CC1C,train,19
zinc-4f26f8387a450dd0,CCOC1=CC=CC=C1C(CC(=O)N1C(C)COCC1C)NC(C)=O,train,25
zinc-148fc1e600a7c1a9,COCC(C)NC1=NC(C2=CC=C(S(=O)(=O)N3CCCC3)C=C2)=CS1,train,25
zinc-ae0844314bf9fd16,COC(=O)C1C(NC(=S)NCC2C=CN=N2)SC(C)C1C,train,21
zinc-4d1ded526d45311a,CCC1CCCCC1N(C)C(=O)NC1=CC=C(C(=O)NC)C=C1Cl,train,24
zinc-334519d83ae4c3b5,CN(CC1=NC=CS1)C(=O)C1=CC=C(N2CCCC2=O)C=C1,train,22
zinc-458944ab93ed27ca,CC1=CC=C(NC(=O)CSC2=CC=C(Cl)C=C2N)C=C1Cl,train,21
zinc-334f7a115323d95b,C[NH+](C)C1CCC(NC(=O)NCC(=O)OCC2=CC=CC=C2Cl)C1,train,24
zinc-c08d05b7ac36918c,CC(C)(C)C1=CC=C(C(=NO)NC(O)C(Cl)(Cl)Cl)C=C1,train,20
zinc-d1732ab35bf1d28c,C[NH+](CCC1=CC=CC=C1)CC1(CS)CC1,train,16
zinc-67efbb98bb85e568,CC[NH+](CC)CC1=CN2N=CC(C(=O)N3CCC4CCC(C3)[NH+]4C)=C2N=C1,train,27
zinc-b4f73e7a5bac1e42,CC(C)N1CC[NH+](CC(=O)NC2=CC=CC(C#N)=C2)CC1,train,21
zinc-acbba5cb070af2b6,FC(F)(F)C1=CC(C2=CC=NC=C2)=NC2=C(C3=CC=CC(Cl)=C3)C=NN12,train,26
zinc-27ab9ef3a9f8a5df,CC1(CNC(=O)C(N)C2=CC=CC=C2)COC1,train,17
zinc-cc61e983378ef759,COC1=CC=CC=C1NC(=O)C(C#N)=CC1=CC=C(OC2=NC(Cl)=NC=C2F)C(OC)=C1,train,32
zinc-d6ed041a123a3f10,CCC1=NC=C(CN(CC(O)C2=CC=C(F)C=C2)C2CC2)S1,train,22
zinc-b08371cc1c14f9c0,CN1C=CC=C1C(=O)N1CCN(C2=CC=CC=C2Cl)CC1,train,21
zinc-7ab3a019d134632a,CCOC1=CC=C(C2SCC3C(=O)N(C4=CC=C(Br)C=C4)C(=S)N32)C=C1OC,train,28
zinc-df592004d3bb9a29,O=C(C1=CC=CC(F)=C1)C1CCCC2=CC=CN=C21,train,19
